image,modal,split,image_path,mask_path,width,height,scale,global_hfr,full_power,high_power,interior_hfr,boundary_hfr,near_background_hfr,interior_freq_std,boundary_freq_std,near_background_freq_std,boundary_freq_gap,interior_points,boundary_points,near_background_points
gas_177d92083a759cc9,WL,train,dataset\WL\train\images\gas_177d92083a759cc9.jpg,dataset\WL\train\masks\gas_177d92083a759cc9.png,1158,1009,0.8499603271484375,0.00013892625709231734,902034282.8841829,125316.24669005211,0.0002083096753643748,0.00036563998660300764,0.0007102477868234335,0.0001766477219491991,0.0003198134869886481,0.0006456322591593185,0.0005019381114590586,256,256,256
gas_178918dc778c8f4c,WL,train,dataset\WL\train\images\gas_178918dc778c8f4c.jpg,dataset\WL\train\masks\gas_178918dc778c8f4c.png,1158,1122,0.20306396484375,0.0004243150308873229,817663211.2877203,346946.79075297667,0.00032286653324958424,0.0008111158490979186,0.0013085232588863792,0.00028773159521318934,0.0006161471172156143,0.0008882899460221009,0.000985656725636795,256,256,256
gas_17ff46d7d4b70078,WL,train,dataset\WL\train\images\gas_17ff46d7d4b70078.jpg,dataset\WL\train\masks\gas_17ff46d7d4b70078.png,1158,1009,0.0220794677734375,0.00016545506284485945,780691013.1406692,129169.28064160643,0.00022211618150532608,0.0002155028018459647,0.00021419391550040533,5.223757716409619e-05,8.404918491653463e-05,0.00012661971268209212,7.92226600492075e-06,256,256,256
gas_181e1d902d607ffa,WL,train,dataset\WL\train\images\gas_181e1d902d607ffa.jpg,dataset\WL\train\masks\gas_181e1d902d607ffa.png,532,476,0.22015380859375,0.0002728455909457624,741042439.6494886,202190.16236205416,0.00023727266070178757,0.0003947784538422255,0.00048496526499545707,0.00016787467440339124,0.0003206390935719182,0.000405717093880765,0.0002476926042936695,256,256,256
gas_18815e5f4c2f4d05,WL,train,dataset\WL\train\images\gas_18815e5f4c2f4d05.jpg,dataset\WL\train\masks\gas_18815e5f4c2f4d05.png,1158,1008,0.34271240234375,0.00022677387562830927,944597295.9638292,214209.98971373864,0.0002751024330550385,0.00022427546363848418,0.00023990405769448614,0.0001336640701932323,0.00014853347516082815,0.00019880653226482165,6.645556347255628e-05,256,256,256
gas_1980d1c29dfb9438,WL,train,dataset\WL\train\images\gas_1980d1c29dfb9438.jpg,dataset\WL\train\masks\gas_1980d1c29dfb9438.png,1158,1009,0.590911865234375,0.0006870101761396759,799068082.5838675,548967.9041635359,0.0013460681724735027,0.0011800214674738754,0.0013881060476283258,0.0009392295442928937,0.0007684462827107535,0.0009033629718890251,0.00037413128515407764,256,256,256
gas_1989dc2a853288fe,WL,train,dataset\WL\train\images\gas_1989dc2a853288fe.jpg,dataset\WL\train\masks\gas_1989dc2a853288fe.png,1158,1008,0.0231170654296875,0.00014636040057510916,891587414.1285964,130493.09107958712,0.00020520772111939483,0.00024760897922980333,0.0002931918650205676,8.731081332203995e-05,0.00019834531599915517,0.00030092053741111776,8.798414390117276e-05,256,256,256
gas_1a77530b27aca85d,WL,train,dataset\WL\train\images\gas_1a77530b27aca85d.jpg,dataset\WL\train\masks\gas_1a77530b27aca85d.png,1158,1008,0.0554962158203125,0.0001372648352760879,892405732.7563245,122495.92590623342,0.0004277961325030978,0.00020799611661721743,0.00013996437263671398,0.00017489837602857806,8.596462576525594e-05,4.9690142706292225e-05,0.0002878317598663838,256,256,256
gas_1aae2342d53071a7,WL,train,dataset\WL\train\images\gas_1aae2342d53071a7.jpg,dataset\WL\train\masks\gas_1aae2342d53071a7.png,1370,903,0.2757415771484375,1.9213497308794975e-05,1072250167.1920644,20601.675701699693,3.10062322024081e-05,3.768025735037025e-05,3.868989769961061e-05,2.1916243666309526e-05,4.4020656114123856e-05,4.814492580082611e-05,7.683665497202512e-06,256,256,256
gas_1ad86930623cd50d,WL,train,dataset\WL\train\images\gas_1ad86930623cd50d.jpg,dataset\WL\train\masks\gas_1ad86930623cd50d.png,579,560,0.0442962646484375,4.472168150138538e-05,1086724080.7876353,48600.12822087042,0.00010528459405704968,0.00012045551648163975,0.00013347655552617608,6.419584586045532e-05,9.858325587506102e-05,0.00011113587010820626,2.8191961469126403e-05,256,256,256
gas_1b01935634abc49a,WL,train,dataset\WL\train\images\gas_1b01935634abc49a.jpg,dataset\WL\train\masks\gas_1b01935634abc49a.png,773,956,0.0120086669921875,0.00013844132700776353,932213188.0875357,129056.83081297632,0.00016950066432943754,0.00022136043341687933,0.00028085079605388744,5.881879602113713e-05,0.00015443304944578543,0.0002656396492533519,0.00011135013172444989,256,256,256
gas_1c104bf23e66b59,WL,train,dataset\WL\train\images\gas_1c104bf23e66b59.jpg,dataset\WL\train\masks\gas_1c104bf23e66b59.png,1029,895,0.069366455078125,0.00024188485564965805,796638367.5093577,192694.75652998022,0.00021852120414032712,0.0001716645120485459,0.00016890953531527883,8.067258606569184e-05,3.68932960066348e-05,4.306268692016856e-05,4.961166882504829e-05,256,256,256
gas_1c1e4c62b50c6000,WL,train,dataset\WL\train\images\gas_1c1e4c62b50c6000.jpg,dataset\WL\train\masks\gas_1c1e4c62b50c6000.png,1158,1008,0.0662994384765625,0.00010735205078867788,1222928979.2349408,131283.93388977536,7.87066236827307e-05,5.059772194440826e-05,3.936762204572429e-05,4.231659113328924e-05,3.703712247166028e-05,3.0515192216622348e-05,3.933900163700642e-05,256,256,256
gas_1d5eddfeeaec8d5a,WL,train,dataset\WL\train\images\gas_1d5eddfeeaec8d5a.jpg,dataset\WL\train\masks\gas_1d5eddfeeaec8d5a.png,1156,1007,0.56182861328125,0.0003581122344521677,788723458.0511495,282451.5199275377,0.0004364802708382109,0.00046734870935396676,0.0005434310961479564,0.0001855779124638227,0.0003029090526236408,0.00048570603981148183,0.00010695082530974548,256,256,256
gas_1d8e0f75b31a8353,WL,train,dataset\WL\train\images\gas_1d8e0f75b31a8353.jpg,dataset\WL\train\masks\gas_1d8e0f75b31a8353.png,282,327,0.38262939453125,8.013873749243685e-05,784825409.0226222,62894.917431058304,0.00017106911679734286,0.0002702376543548095,0.00028355404539751435,0.00015856051153475883,0.0002735050281345193,0.00038458270953854474,0.00011248492860017149,256,256,256
gas_1db91e018e91bcaa,WL,train,dataset\WL\train\images\gas_1db91e018e91bcaa.jpg,dataset\WL\train\masks\gas_1db91e018e91bcaa.png,549,481,0.158721923828125,2.5942136425415568e-05,1059758512.74925,27492.399915736547,3.724016330519474e-05,2.999021471764093e-05,3.1447813497410316e-05,1.7946222512118686e-05,1.4220357995227436e-05,1.7769970238867186e-05,8.707547367323196e-06,256,256,256
gas_1e6eaee14377dc76,WL,train,dataset\WL\train\images\gas_1e6eaee14377dc76.jpg,dataset\WL\train\masks\gas_1e6eaee14377dc76.png,1158,1010,0.276580810546875,0.00032023791733833004,651472819.7177087,208626.2989889284,0.00044267577943835426,0.0004395012894779779,0.000518197318728964,0.00019690268693445644,0.00038715685944144785,0.0006610668890808056,8.187051921136244e-05,256,256,256
gas_1e74fff5248b2868,WL,train,dataset\WL\train\images\gas_1e74fff5248b2868.jpg,dataset\WL\train\masks\gas_1e74fff5248b2868.png,1158,1008,0.31341552734375,0.0003379845917622353,812466863.1075432,274601.2810477469,0.0003670652621390754,0.00021696957852560886,0.00021600792565718943,0.00026734088113729754,8.767264805843879e-05,0.00010307761331906025,0.00015105733648188596,256,256,256
gas_1e7d184c1aa78b89,WL,train,dataset\WL\train\images\gas_1e7d184c1aa78b89.jpg,dataset\WL\train\masks\gas_1e7d184c1aa78b89.png,579,560,0.1220245361328125,0.0001553865567651681,984313621.7358863,152949.1044585915,0.00019941199068996236,0.00011945233385846261,9.424022601784712e-05,5.867294965588585e-05,3.644810915374009e-05,3.591101887481876e-05,0.00010517176467211525,256,256,256
gas_1e9edff193f99e63,WL,train,dataset\WL\train\images\gas_1e9edff193f99e63.jpg,dataset\WL\train\masks\gas_1e9edff193f99e63.png,1162,1007,0.092437744140625,0.000397697860077596,706512037.7769777,280978.3255429657,0.00039760937165575104,0.000764190224958154,0.0010803382099042328,0.0002450497027262825,0.0008579115077284442,0.001332122617714741,0.0006827288382484818,256,256,256
gas_1ee78194bbedf952,WL,train,dataset\WL\train\images\gas_1ee78194bbedf952.jpg,dataset\WL\train\masks\gas_1ee78194bbedf952.png,1156,1008,0.4227447509765625,0.0002919685468198305,750107287.4543637,219007.73467701543,0.00038541763710611037,0.0003847743271744304,0.00033838586799969856,0.00016796507088378363,0.0003018726674667267,0.00034086827178335215,4.703176910641181e-05,256,256,256
gas_1ee9615d9729fd16,WL,train,dataset\WL\train\images\gas_1ee9615d9729fd16.jpg,dataset\WL\train\masks\gas_1ee9615d9729fd16.png,1158,1009,0.3005218505859375,0.0006017966605049553,725249941.7339177,436452.9929668851,0.0007728006233048146,0.001063716733715293,0.0010968725028942159,0.0004161562633783771,0.000770944991553617,0.0008550333466469613,0.0003240718795894013,256,256,256
gas_1ef66f64bd256c44,WL,train,dataset\WL\train\images\gas_1ef66f64bd256c44.jpg,dataset\WL\train\masks\gas_1ef66f64bd256c44.png,514,479,0.137451171875,0.00011405788864537037,777458564.9625225,88675.28242888484,0.0001451431933075922,0.00030260673405988153,0.00045444064294347116,0.0001508169517912061,0.0003606197988398006,0.0005962554561005703,0.0003092974496358789,256,256,256
gas_1f25009718912d4e,WL,train,dataset\WL\train\images\gas_1f25009718912d4e.jpg,dataset\WL\train\masks\gas_1f25009718912d4e.png,1158,1009,0.2685394287109375,0.00035677326796481365,692664240.1587077,247124.0845637867,0.0005003916371367672,0.0007398083113044991,0.0009460235908744477,0.0002306374518009629,0.0004767807499699665,0.000922308820001661,0.00044563195373768056,256,256,256
gas_202c02167a647afb,WL,train,dataset\WL\train\images\gas_202c02167a647afb.jpg,dataset\WL\train\masks\gas_202c02167a647afb.png,1156,1007,0.1007232666015625,0.00023017844098099756,820993023.6378009,188974.8942372243,0.0002507203545788659,0.00023610270119215162,0.00021518954604326216,0.00010906338048035628,0.00015409214960578828,0.00014560555742833007,3.553080853560374e-05,256,256,256
gas_2203259dc800ccb0,WL,train,dataset\WL\train\images\gas_2203259dc800ccb0.jpg,dataset\WL\train\masks\gas_2203259dc800ccb0.png,1158,1008,0.2433013916015625,0.0004994307949183971,599719771.719062,299518.52231793076,0.00048419803637510527,0.0006830288291165726,0.000766602666079417,0.00021996962542979019,0.00047022435109079054,0.000706910177166241,0.00028240462970431174,256,256,256
gas_222586d510be7954,WL,train,dataset\WL\train\images\gas_222586d510be7954.jpg,dataset\WL\train\masks\gas_222586d510be7954.png,553,436,0.0743560791015625,0.00013210042881546153,700618671.7807614,92552.02697835767,9.454616849202692e-05,8.797549359706132e-05,6.894672614950888e-05,5.085712873946723e-05,6.980803595991253e-05,7.042644759486542e-05,2.559944234251804e-05,256,256,256
gas_22414e7bb57632a2,WL,train,dataset\WL\train\images\gas_22414e7bb57632a2.jpg,dataset\WL\train\masks\gas_22414e7bb57632a2.png,1158,1008,0.008941650390625,0.0001358855385536778,820932934.1052209,111552.91386733885,0.0005399878522326649,0.0006593062650889054,0.0007300154177760051,0.000141139476825286,0.00033301172729177864,0.0005086217385577643,0.0001900275655433402,166,256,256
gas_2290ef0cba4f8974,WL,train,dataset\WL\train\images\gas_2290ef0cba4f8974.jpg,dataset\WL\train\masks\gas_2290ef0cba4f8974.png,282,327,0.2130889892578125,0.0002517203953705256,853298673.5828987,214792.67948343232,0.0004655808909825535,0.0003700111996000875,0.0003067433109678003,0.00045511628889064186,0.0002935035959903738,0.00025880944034989444,0.00015883758001475324,256,256,256
gas_22bc4b1fa6b5d4fa,WL,train,dataset\WL\train\images\gas_22bc4b1fa6b5d4fa.jpg,dataset\WL\train\masks\gas_22bc4b1fa6b5d4fa.png,1156,1007,0.5999298095703125,0.0008372088779009292,790272459.9929261,661623.1194666846,0.0012014327325574055,0.0008188782766421455,0.000723720423316901,0.0006848557219995695,0.0005279122451097934,0.0006697216915321965,0.00047771230924050444,256,256,256
gas_22ca9f4505e3a242,WL,train,dataset\WL\train\images\gas_22ca9f4505e3a242.jpg,dataset\WL\train\masks\gas_22ca9f4505e3a242.png,1096,1007,0.4028167724609375,0.00026270309305886875,754037678.6626679,198088.0304676122,0.0002139134982886099,0.00034511074236499444,0.0004111770774904046,0.00013259765781925472,0.00021425421468971806,0.0002547748350369011,0.0001972635792017947,256,256,256
gas_22cadeefd36a198b,WL,train,dataset\WL\train\images\gas_22cadeefd36a198b.jpg,dataset\WL\train\masks\gas_22cadeefd36a198b.png,773,956,0.577484130859375,0.0004255023031881967,593518678.2978855,252543.56460096466,0.0005697828426004916,0.0007321743778997494,0.0010291141571528934,0.0004737480341993962,0.00043579469648711395,0.000568908507848065,0.0004593313145524018,256,256,256
gas_23196569af9f1016,WL,train,dataset\WL\train\images\gas_23196569af9f1016.jpg,dataset\WL\train\masks\gas_23196569af9f1016.png,1158,1009,0.0095672607421875,0.00020991703700869348,884387078.3739175,185647.91506102792,7.61617536682675e-05,7.318852094248338e-05,6.802159469640783e-05,9.023844830051228e-06,9.716730969651676e-06,9.552570857383367e-06,8.14015897185967e-06,227,256,256
gas_23209be5d5a6ab77,WL,train,dataset\WL\train\images\gas_23209be5d5a6ab77.jpg,dataset\WL\train\masks\gas_23209be5d5a6ab77.png,1158,1011,0.435638427734375,0.0003390181237611358,1221122514.7959712,413982.66384860995,0.0004676084346942735,0.0005293696274345279,0.0005292153907129589,0.0002851901855879667,0.0005526832840787774,0.0006544983039002903,6.191542946182326e-05,256,256,256
gas_232bd7a84c0eeaba,WL,train,dataset\WL\train\images\gas_232bd7a84c0eeaba.jpg,dataset\WL\train\masks\gas_232bd7a84c0eeaba.png,1158,1009,0.4308624267578125,0.00010583650519859029,1203338201.2131948,127357.10978836258,0.00011407789601671305,0.0001797420414592875,0.00020313187664552248,6.711489861062122e-05,0.00015909057182874803,0.00020914822366385245,8.905398062880943e-05,256,256,256
gas_23492a858ff49e53,WL,train,dataset\WL\train\images\gas_23492a858ff49e53.jpg,dataset\WL\train\masks\gas_23492a858ff49e53.png,565,482,0.322967529296875,9.542285215706253e-05,746997692.1900195,71280.65034351514,0.00022755366885567502,0.0002635979357904694,0.0003433071409381794,0.00017613737938321184,0.00020665702602770832,0.00046521805012237125,0.0001157534720825044,256,256,256
gas_235f01e565e49e5d,WL,train,dataset\WL\train\images\gas_235f01e565e49e5d.jpg,dataset\WL\train\masks\gas_235f01e565e49e5d.png,552,436,0.1373748779296875,3.9090726027955495e-05,691800645.5028682,27042.989499315383,8.23009387200685e-05,7.825533314894932e-05,6.129210302215032e-05,6.440479584584146e-05,6.146647448349711e-05,4.7402489853643574e-05,2.1008835697918174e-05,256,256,256
gas_24a9ce8882690a5e,WL,train,dataset\WL\train\images\gas_24a9ce8882690a5e.jpg,dataset\WL\train\masks\gas_24a9ce8882690a5e.png,1156,1007,0.1508636474609375,0.00016255646410868004,677693309.1988618,110163.42809347739,0.00022235134463777478,0.0002376810786366055,0.00035825066632931384,0.00010595423499063616,0.0002040577201330443,0.0004306344691603948,0.00013589932169153906,256,256,256
gas_24d36f49e325dc92,WL,train,dataset\WL\train\images\gas_24d36f49e325dc92.jpg,dataset\WL\train\masks\gas_24d36f49e325dc92.png,531,466,0.03692626953125,0.00026782435231150793,704091696.7945254,188572.9026619044,0.00048459905250315195,0.0003312560962251585,0.00027883646036836786,0.0002284437975960622,0.00020555473553002156,0.00019552303104345615,0.0002057625921347841,256,256,256
gas_2509f3f0c6534ede,WL,train,dataset\WL\train\images\gas_2509f3f0c6534ede.jpg,dataset\WL\train\masks\gas_2509f3f0c6534ede.png,1158,1010,0.026763916015625,0.0002329673946038408,1025264555.0406767,238853.2121674926,0.0003452103145706835,0.00031568560410363974,0.0003028211581342195,5.275089683154908e-05,5.456103981915189e-05,5.888953674749493e-05,4.238915643646398e-05,256,256,256
gas_251df79810a1a120,WL,train,dataset\WL\train\images\gas_251df79810a1a120.jpg,dataset\WL\train\masks\gas_251df79810a1a120.png,1158,1008,0.089019775390625,0.00019191914026000855,1002698227.9450674,192436.98184745142,0.00017167399605257046,0.00012979045106245878,0.00010716242872311966,8.102528472622378e-05,8.384936774398314e-05,8.593953839142489e-05,6.45115673294508e-05,256,256,256
gas_25303,WL,train,dataset\WL\train\images\gas_25303.jpg,dataset\WL\train\masks\gas_25303.png,567,481,0.451416015625,0.00010172893572555243,801137522.5061134,81498.86753435273,4.028848733282059e-05,5.144524888446755e-05,6.16053040105277e-05,3.3215284408700814e-05,3.896654555410209e-05,4.900819657094819e-05,2.1316816677707107e-05,256,256,256
gas_25305,WL,train,dataset\WL\train\images\gas_25305.jpg,dataset\WL\train\masks\gas_25305.png,567,481,0.4857177734375,2.4367309229243742e-05,882521144.235356,21504.665622928937,6.376010141240438e-05,0.00024505072727922276,0.00031859017161370756,7.769266523683742e-05,0.0002688522771091311,0.00046047861890263287,0.00025483007020130316,256,256,256
gas_25306,WL,train,dataset\WL\train\images\gas_25306.jpg,dataset\WL\train\masks\gas_25306.png,567,480,0.2362518310546875,5.31094578951086e-05,854391218.4185156,45376.254440548684,7.825463840383708e-05,0.0001667872765678834,0.0002279356494272204,8.198816136338431e-05,0.00022552383126384223,0.00036437312059539367,0.00014968101102338333,256,256,256
gas_25309,WL,train,dataset\WL\train\images\gas_25309.jpg,dataset\WL\train\masks\gas_25309.png,942,814,0.23309326171875,3.6468435681477004e-05,1040978445.0312959,37962.85546842776,7.662923944704562e-05,0.00024730843616666584,0.0003171901442592648,8.593312762918654e-05,0.0002631676117149028,0.0003848561136157192,0.0002405609048122192,256,256,256
gas_25312,WL,train,dataset\WL\train\images\gas_25312.jpg,dataset\WL\train\masks\gas_25312.png,1081,934,0.078643798828125,0.00014912821257271074,741040202.2035834,110510.00079914053,0.00022163520011237253,0.00037195743353673723,0.00042689626507069766,0.00011983118637091478,0.00027275682914279774,0.0003796555921790233,0.00020526106495832514,256,256,256
gas_25313,WL,train,dataset\WL\train\images\gas_25313.jpg,dataset\WL\train\masks\gas_25313.png,1080,934,0.0869140625,0.00011520581494040676,836764381.7209996,96400.12250927337,0.00039075932015781775,0.0004268868941006827,0.0004932773249382282,0.00016867409408899157,0.0002371653324165254,0.00034427690014741827,0.00010251800478041045,256,256,256
gas_25324,WL,train,dataset\WL\train\images\gas_25324.jpg,dataset\WL\train\masks\gas_25324.png,943,814,0.3687744140625,7.374886605783006e-05,1061344321.6840293,78272.94022111398,0.00012551158325896622,0.00023669508261191696,0.00024492226853344717,0.00011216449550788024,0.00017662295229826046,0.00023216904379862505,0.00011941068527448096,256,256,256
gas_25334,WL,train,dataset\WL\train\images\gas_25334.jpg,dataset\WL\train\masks\gas_25334.png,942,814,0.4062957763671875,5.885892505759022e-05,712138462.3666592,41915.704387066726,0.00013679646072154252,0.00016881665201615436,0.0001484459149009659,9.926878571722618e-05,0.0001351644729621402,0.00015198818609252844,5.2390928409800296e-05,256,256,256
gas_25339,WL,train,dataset\WL\train\images\gas_25339.jpg,dataset\WL\train\masks\gas_25339.png,1081,935,0.2941741943359375,6.0145098448248124e-05,1847709863.4934876,111130.69164361492,3.174170670301704e-05,7.436031324558224e-05,6.516956771293826e-05,2.8113243648582535e-05,4.5458125044599726e-05,4.432955342133239e-05,5.180935207520917e-05,256,256,256
