modality,stem,image_path,mask_path,width,height,foreground_ratio,size_bucket,brightness_mean,contrast_std,lesion_bg_rgb_distance,boundary_gray_diff,specular_ratio,laplacian_var,boundary_complexity,elongation,bbox_width,bbox_height,risk_score,risk_types
WL,gas_1d5eddfeeaec8d5a,WL/images/gas_1d5eddfeeaec8d5a.jpg,WL/masks/gas_1d5eddfeeaec8d5a.png,1156,1007,0.5620547715053763,large_>=10%,104.15154266357422,34.46839904785156,57.17412185668945,2.4180374145507812,0.004849910394265233,418.6285400390625,9.178182732275888,1.0974264705882353,597,544,0.6319578420864594,低对比度/边界模糊型
WL,gas_1d8e0f75b31a8353,WL/images/gas_1d8e0f75b31a8353.jpg,WL/masks/gas_1d8e0f75b31a8353.png,282,327,0.3833257422950962,large_>=10%,95.66627502441406,52.5648193359375,114.69243621826172,9.459144592285156,0.0007265708026980719,368.80950927734375,8.76014260441576,1.3846153846153846,182,252,0.8466630939621294,未标记
WL,gas_1db91e018e91bcaa,WL/images/gas_1db91e018e91bcaa.jpg,WL/masks/gas_1db91e018e91bcaa.png,549,481,0.1587804702558801,large_>=10%,118.42726135253906,45.35478973388672,43.113494873046875,0.062469482421875,0.0064263506886457706,100.29720306396484,9.943070559443054,1.1134453781512605,265,238,0.2409967845659164,低对比度/边界模糊型
WL,gas_1e64d1109280f3b7,WL/images/gas_1e64d1109280f3b7.jpg,WL/masks/gas_1e64d1109280f3b7.png,1156,1006,0.5749635323159784,large_>=10%,71.14877319335938,42.641902923583984,98.47603607177734,0.27727508544921875,0.00552064631956912,287.27764892578125,10.28872950613377,1.0560578661844484,584,553,0.47168631654162196,低对比度/边界模糊型
WL,gas_1e6eaee14377dc76,WL/images/gas_1e6eaee14377dc76.jpg,WL/masks/gas_1e6eaee14377dc76.png,1158,1010,0.2778393817204301,large_>=10%,87.9134521484375,46.84883117675781,89.2381591796875,0.40378570556640625,0.0008540546594982079,309.3654479980469,10.235075361341272,1.5335463258785942,480,313,0.5289281886387995,低对比度/边界模糊型
WL,gas_1e74fff5248b2868,WL/images/gas_1e74fff5248b2868.jpg,WL/masks/gas_1e74fff5248b2868.png,1158,1008,0.31348743267504486,large_>=10%,101.75491333007812,44.93767547607422,58.16043472290039,0.31978607177734375,0.0032568447037701976,299.1095275878906,9.799778077521628,1.4086687306501549,455,323,0.43361200428724544,低对比度/边界模糊型
WL,gas_1e7d184c1aa78b89,WL/images/gas_1e7d184c1aa78b89.jpg,WL/masks/gas_1e7d184c1aa78b89.png,579,560,0.12200838884776709,large_>=10%,116.92778015136719,36.05048751831055,30.774761199951172,0.2673797607421875,0.003626943005181347,295.9645080566406,11.221891071987244,1.06198347107438,257,242,0.2881886387995713,低对比度/边界模糊型
WL,gas_1e9edff193f99e63,WL/images/gas_1e9edff193f99e63.jpg,WL/masks/gas_1e9edff193f99e63.png,1162,1007,0.09240709459459459,medium_1-10%,94.14749908447266,43.61733627319336,94.16130065917969,0.5468521118164062,0.0035332207207207206,222.3600616455078,9.12396723875319,1.2592592592592593,189,238,0.49989639156841736,低对比度/边界模糊型
WL,gas_1ea553c425da6f11,WL/images/gas_1ea553c425da6f11.jpg,WL/masks/gas_1ea553c425da6f11.png,391,366,0.07903931351585539,medium_1-10%,90.37653350830078,42.51388931274414,79.25559997558594,1.7640914916992188,0.0021452629519377246,256.09405517578125,10.30528609034912,1.25,120,150,0.5501929260450161,低对比度/边界模糊型
WL,gas_1ee78194bbedf952,WL/images/gas_1ee78194bbedf952.jpg,WL/masks/gas_1ee78194bbedf952.png,1156,1008,0.4224938396057348,large_>=10%,99.94512939453125,37.827728271484375,75.58699035644531,1.9556427001953125,0.0009800627240143368,327.14996337890625,10.69422249200065,1.3415233415233416,546,407,0.6326438013576278,低对比度/边界模糊型
WL,gas_1ee9615d9729fd16,WL/images/gas_1ee9615d9729fd16.jpg,WL/masks/gas_1ee9615d9729fd16.png,1158,1009,0.3008344534050179,large_>=10%,96.07749938964844,43.24268341064453,78.2511978149414,2.2019195556640625,0.003833445340501792,582.874755859375,10.006978595174369,1.1201044386422976,383,429,0.6189103251161129,低对比度/边界模糊型
WL,gas_1ef66f64bd256c44,WL/images/gas_1ef66f64bd256c44.jpg,WL/masks/gas_1ef66f64bd256c44.png,514,479,0.136990975037164,large_>=10%,84.21209716796875,69.11888122558594,89.98611450195312,1.7334823608398438,0.032684012574835705,261.8769836425781,10.280321468109157,2.204225352112676,142,313,0.5035298320828867,低对比度/边界模糊型;反光干扰型
WL,gas_1f25009718912d4e,WL/images/gas_1f25009718912d4e.jpg,WL/masks/gas_1f25009718912d4e.png,1158,1009,0.2687051971326165,large_>=10%,91.20262908935547,47.49864959716797,123.19497680664062,6.377471923828125,0.002279345878136201,350.65545654296875,9.942728872930221,1.3305084745762712,354,471,0.7347302608074313,未标记
WL,gas_1f6937b3dc965b66,WL/images/gas_1f6937b3dc965b66.jpg,WL/masks/gas_1f6937b3dc965b66.png,1158,1009,0.30526713709677417,large_>=10%,112.58973693847656,43.535987854003906,64.40284729003906,0.28143310546875,0.0024193548387096775,321.783935546875,10.370188308918756,1.1005154639175259,427,388,0.43328688817434796,低对比度/边界模糊型
WL,gas_2027f7ec39285af2,WL/images/gas_2027f7ec39285af2.jpg,WL/masks/gas_2027f7ec39285af2.png,1371,903,0.05957494075829384,medium_1-10%,105.13179016113281,33.66575622558594,54.76922607421875,0.21100616455078125,0.00041839454976303316,69.22631072998047,11.47845280543995,2.3457943925233646,251,107,0.3073776348695963,低对比度/边界模糊型
WL,gas_202c02167a647afb,WL/images/gas_202c02167a647afb.jpg,WL/masks/gas_202c02167a647afb.png,1156,1007,0.10078685035842294,large_>=10%,97.7634048461914,53.93539047241211,136.85707092285156,1.499176025390625,0.011220318100358423,245.91343688964844,10.267859782690326,2.2066666666666666,331,150,0.5468131475526974,低对比度/边界模糊型
WL,gas_20a42a20b94459b4,WL/images/gas_20a42a20b94459b4.jpg,WL/masks/gas_20a42a20b94459b4.png,514,479,0.06434449201075522,medium_1-10%,86.63536834716797,60.062255859375,45.91525650024414,0.1127471923828125,0.0354581123124538,1176.114990234375,11.409048739144746,1.633587786259542,214,131,0.25864237227581277,低对比度/边界模糊型;反光干扰型
WL,gas_20c78f9519a4e721,WL/images/gas_20c78f9519a4e721.jpg,WL/masks/gas_20c78f9519a4e721.png,1157,1007,0.12530296229802512,large_>=10%,72.91118621826172,51.691795349121094,93.85919952392578,0.31575775146484375,2.524685816876122e-05,247.71783447265625,13.683589429787585,1.0368271954674222,353,366,0.4757234726688103,低对比度/边界模糊型
WL,gas_2203259dc800ccb0,WL/images/gas_2203259dc800ccb0.jpg,WL/masks/gas_2203259dc800ccb0.png,1158,1008,0.24337410233393178,large_>=10%,82.01492309570312,49.361568450927734,69.35003662109375,0.400360107421875,0.00525415170556553,401.08258056640625,9.61136573416926,1.3380281690140845,284,380,0.46303679885673454,低对比度/边界模糊型
WL,gas_222586d510be7954,WL/images/gas_222586d510be7954.jpg,WL/masks/gas_222586d510be7954.png,553,436,0.07445626026510942,medium_1-10%,87.56336212158203,54.290855407714844,93.21330261230469,0.869537353515625,4.5622708495777825e-05,30.88932991027832,11.61323389181605,1.2427745664739884,215,173,0.4566202215076813,低对比度/边界模糊型;模糊成像型
WL,gas_22414e7bb57632a2,WL/images/gas_22414e7bb57632a2.jpg,WL/masks/gas_22414e7bb57632a2.png,1158,1008,0.008985076301615798,small_<1%,104.06327056884766,40.399261474609375,23.935394287109375,4.0365142822265625,0.0004853007181328546,168.4452667236328,10.177568031688628,1.6181818181818182,55,89,0.506691675598428,小目标漏检型;低对比度/边界模糊型
WL,gas_2290ef0cba4f8974,WL/images/gas_2290ef0cba4f8974.jpg,WL/masks/gas_2290ef0cba4f8974.png,282,327,0.2131021319973106,large_>=10%,109.65103912353516,31.39824104309082,28.470945358276367,2.4649810791015625,0.003741297416878131,1306.84326171875,11.156922617551439,1.0535714285714286,177,168,0.48634155055376915,低对比度/边界模糊型
