modality,split,stem,image_path,mask_path,new_image_path,new_mask_path,foreground_ratio,size_bucket
NBI,test,gas_2e5ef9294674fe8a,NBI/images/gas_2e5ef9294674fe8a.jpg,NBI/masks/gas_2e5ef9294674fe8a.png,NBI/test/images/gas_2e5ef9294674fe8a.jpg,NBI/test/masks/gas_2e5ef9294674fe8a.png,0.12816707809694794,large_>=10%
NBI,test,gas_2f9bfe9aceae4da8,NBI/images/gas_2f9bfe9aceae4da8.jpg,NBI/masks/gas_2f9bfe9aceae4da8.png,NBI/test/images/gas_2f9bfe9aceae4da8.jpg,NBI/test/masks/gas_2f9bfe9aceae4da8.png,0.16070508512544804,large_>=10%
NBI,test,gas_2ff8e2db3424fdfb,NBI/images/gas_2ff8e2db3424fdfb.jpg,NBI/masks/gas_2ff8e2db3424fdfb.png,NBI/test/images/gas_2ff8e2db3424fdfb.jpg,NBI/test/masks/gas_2ff8e2db3424fdfb.png,0.11294602782764812,large_>=10%
NBI,test,gas_30d44976c07b274a,NBI/images/gas_30d44976c07b274a.jpg,NBI/masks/gas_30d44976c07b274a.png,NBI/test/images/gas_30d44976c07b274a.jpg,NBI/test/masks/gas_30d44976c07b274a.png,0.13109975961538461,large_>=10%
NBI,test,gas_3196cda5a2e9b170,NBI/images/gas_3196cda5a2e9b170.jpg,NBI/masks/gas_3196cda5a2e9b170.png,NBI/test/images/gas_3196cda5a2e9b170.jpg,NBI/test/masks/gas_3196cda5a2e9b170.png,0.5520105286738352,large_>=10%
NBI,test,gas_32ec1dde266a5cbd,NBI/images/gas_32ec1dde266a5cbd.jpg,NBI/masks/gas_32ec1dde266a5cbd.png,NBI/test/images/gas_32ec1dde266a5cbd.jpg,NBI/test/masks/gas_32ec1dde266a5cbd.png,0.6115719842674897,large_>=10%
NBI,test,gas_32f3459ec330dda7,NBI/images/gas_32f3459ec330dda7.jpg,NBI/masks/gas_32f3459ec330dda7.png,NBI/test/images/gas_32f3459ec330dda7.jpg,NBI/test/masks/gas_32f3459ec330dda7.png,0.17597166218637994,large_>=10%
NBI,test,gas_33668,NBI/images/gas_33668.jpg,NBI/masks/gas_33668.png,NBI/test/images/gas_33668.jpg,NBI/test/masks/gas_33668.png,0.050849396171830326,medium_1-10%
NBI,test,gas_33889,NBI/images/gas_33889.jpg,NBI/masks/gas_33889.png,NBI/test/images/gas_33889.jpg,NBI/test/masks/gas_33889.png,0.3407340128502708,large_>=10%
NBI,test,gas_34016,NBI/images/gas_34016.jpg,NBI/masks/gas_34016.png,NBI/test/images/gas_34016.jpg,NBI/test/masks/gas_34016.png,0.597314660593494,large_>=10%
NBI,test,gas_34021,NBI/images/gas_34021.jpg,NBI/masks/gas_34021.png,NBI/test/images/gas_34021.jpg,NBI/test/masks/gas_34021.png,0.38085377508760754,large_>=10%
NBI,test,gas_34049,NBI/images/gas_34049.jpg,NBI/masks/gas_34049.png,NBI/test/images/gas_34049.jpg,NBI/test/masks/gas_34049.png,0.10352341510035043,large_>=10%
NBI,test,gas_34051,NBI/images/gas_34051.jpg,NBI/masks/gas_34051.png,NBI/test/images/gas_34051.jpg,NBI/test/masks/gas_34051.png,0.19053201656578528,large_>=10%
NBI,test,gas_3443f11e79b263b1,NBI/images/gas_3443f11e79b263b1.jpg,NBI/masks/gas_3443f11e79b263b1.png,NBI/test/images/gas_3443f11e79b263b1.jpg,NBI/test/masks/gas_3443f11e79b263b1.png,0.4002688172043011,large_>=10%
NBI,test,gas_34972799f982ec5e,NBI/images/gas_34972799f982ec5e.jpg,NBI/masks/gas_34972799f982ec5e.png,NBI/test/images/gas_34972799f982ec5e.jpg,NBI/test/masks/gas_34972799f982ec5e.png,0.41814710515011216,large_>=10%
NBI,test,gas_358df89f502b5e42,NBI/images/gas_358df89f502b5e42.jpg,NBI/masks/gas_358df89f502b5e42.png,NBI/test/images/gas_358df89f502b5e42.jpg,NBI/test/masks/gas_358df89f502b5e42.png,0.0942044434470377,medium_1-10%
NBI,test,gas_3614635286258cd6,NBI/images/gas_3614635286258cd6.jpg,NBI/masks/gas_3614635286258cd6.png,NBI/test/images/gas_3614635286258cd6.jpg,NBI/test/masks/gas_3614635286258cd6.png,0.16460065320665082,large_>=10%
NBI,test,gas_36946,NBI/images/gas_36946.jpg,NBI/masks/gas_36946.png,NBI/test/images/gas_36946.jpg,NBI/test/masks/gas_36946.png,0.6578492134607726,large_>=10%
NBI,test,gas_37050,NBI/images/gas_37050.jpg,NBI/masks/gas_37050.png,NBI/test/images/gas_37050.jpg,NBI/test/masks/gas_37050.png,0.8093075684380032,large_>=10%
NBI,test,gas_37268,NBI/images/gas_37268.jpg,NBI/masks/gas_37268.png,NBI/test/images/gas_37268.jpg,NBI/test/masks/gas_37268.png,0.3028451001053741,large_>=10%
NBI,test,gas_37fd36f75f352244,NBI/images/gas_37fd36f75f352244.jpg,NBI/masks/gas_37fd36f75f352244.png,NBI/test/images/gas_37fd36f75f352244.jpg,NBI/test/masks/gas_37fd36f75f352244.png,0.25367690345368915,large_>=10%
NBI,test,gas_3899a08b43facf01,NBI/images/gas_3899a08b43facf01.jpg,NBI/masks/gas_3899a08b43facf01.png,NBI/test/images/gas_3899a08b43facf01.jpg,NBI/test/masks/gas_3899a08b43facf01.png,0.2780045922939068,large_>=10%
NBI,test,gas_38b7b03e6f779fcd,NBI/images/gas_38b7b03e6f779fcd.jpg,NBI/masks/gas_38b7b03e6f779fcd.png,NBI/test/images/gas_38b7b03e6f779fcd.jpg,NBI/test/masks/gas_38b7b03e6f779fcd.png,0.11485495071684587,large_>=10%
NBI,test,gas_38f77d5bea557d11,NBI/images/gas_38f77d5bea557d11.jpg,NBI/masks/gas_38f77d5bea557d11.png,NBI/test/images/gas_38f77d5bea557d11.jpg,NBI/test/masks/gas_38f77d5bea557d11.png,0.14255702280912366,large_>=10%
NBI,test,gas_3926c0b84f0e8ff1,NBI/images/gas_3926c0b84f0e8ff1.jpg,NBI/masks/gas_3926c0b84f0e8ff1.png,NBI/test/images/gas_3926c0b84f0e8ff1.jpg,NBI/test/masks/gas_3926c0b84f0e8ff1.png,0.6888549147217236,large_>=10%
NBI,test,gas_398aa125fa1cd9e1,NBI/images/gas_398aa125fa1cd9e1.jpg,NBI/masks/gas_398aa125fa1cd9e1.png,NBI/test/images/gas_398aa125fa1cd9e1.jpg,NBI/test/masks/gas_398aa125fa1cd9e1.png,0.13716898563734292,large_>=10%
NBI,test,gas_3a2bca782f175fb8,NBI/images/gas_3a2bca782f175fb8.jpg,NBI/masks/gas_3a2bca782f175fb8.png,NBI/test/images/gas_3a2bca782f175fb8.jpg,NBI/test/masks/gas_3a2bca782f175fb8.png,0.7927884615384615,large_>=10%
NBI,test,gas_3a93aaf3b1a7fdc0,NBI/images/gas_3a93aaf3b1a7fdc0.jpg,NBI/masks/gas_3a93aaf3b1a7fdc0.png,NBI/test/images/gas_3a93aaf3b1a7fdc0.jpg,NBI/test/masks/gas_3a93aaf3b1a7fdc0.png,0.0640460729746444,medium_1-10%
NBI,test,gas_3ac7dafef1f9e36e,NBI/images/gas_3ac7dafef1f9e36e.jpg,NBI/masks/gas_3ac7dafef1f9e36e.png,NBI/test/images/gas_3ac7dafef1f9e36e.jpg,NBI/test/masks/gas_3ac7dafef1f9e36e.png,0.8543570788530466,large_>=10%
NBI,test,gas_3bb953b40703acce,NBI/images/gas_3bb953b40703acce.jpg,NBI/masks/gas_3bb953b40703acce.png,NBI/test/images/gas_3bb953b40703acce.jpg,NBI/test/masks/gas_3bb953b40703acce.png,0.05011609026207566,medium_1-10%
NBI,test,gas_3c8e86fc2eaac8,NBI/images/gas_3c8e86fc2eaac8.jpg,NBI/masks/gas_3c8e86fc2eaac8.png,NBI/test/images/gas_3c8e86fc2eaac8.jpg,NBI/test/masks/gas_3c8e86fc2eaac8.png,0.7689536878216123,large_>=10%
NBI,test,gas_3dbbbf20cbac2b67,NBI/images/gas_3dbbbf20cbac2b67.jpg,NBI/masks/gas_3dbbbf20cbac2b67.png,NBI/test/images/gas_3dbbbf20cbac2b67.jpg,NBI/test/masks/gas_3dbbbf20cbac2b67.png,0.07526416366906474,medium_1-10%
NBI,test,gas_3e4baf0fa2887d74,NBI/images/gas_3e4baf0fa2887d74.jpg,NBI/masks/gas_3e4baf0fa2887d74.png,NBI/test/images/gas_3e4baf0fa2887d74.jpg,NBI/test/masks/gas_3e4baf0fa2887d74.png,0.5990322037701975,large_>=10%
NBI,test,gas_3ec3f162e30d0bcf,NBI/images/gas_3ec3f162e30d0bcf.jpg,NBI/masks/gas_3ec3f162e30d0bcf.png,NBI/test/images/gas_3ec3f162e30d0bcf.jpg,NBI/test/masks/gas_3ec3f162e30d0bcf.png,0.30134021966527197,large_>=10%
NBI,test,gas_3f9776b08515500a,NBI/images/gas_3f9776b08515500a.jpg,NBI/masks/gas_3f9776b08515500a.png,NBI/test/images/gas_3f9776b08515500a.jpg,NBI/test/masks/gas_3f9776b08515500a.png,0.6454525089605735,large_>=10%
NBI,test,gas_3fa615b62bd7d688,NBI/images/gas_3fa615b62bd7d688.jpg,NBI/masks/gas_3fa615b62bd7d688.png,NBI/test/images/gas_3fa615b62bd7d688.jpg,NBI/test/masks/gas_3fa615b62bd7d688.png,0.06907954545454545,medium_1-10%
NBI,test,gas_401d24a2b4c81a6d,NBI/images/gas_401d24a2b4c81a6d.jpg,NBI/masks/gas_401d24a2b4c81a6d.png,NBI/test/images/gas_401d24a2b4c81a6d.jpg,NBI/test/masks/gas_401d24a2b4c81a6d.png,0.27769299820466786,large_>=10%
NBI,test,gas_406f938bdae641b7,NBI/images/gas_406f938bdae641b7.jpg,NBI/masks/gas_406f938bdae641b7.png,NBI/test/images/gas_406f938bdae641b7.jpg,NBI/test/masks/gas_406f938bdae641b7.png,0.595127688172043,large_>=10%
NBI,test,gas_429f26fa91dbeac8,NBI/images/gas_429f26fa91dbeac8.jpg,NBI/masks/gas_429f26fa91dbeac8.png,NBI/test/images/gas_429f26fa91dbeac8.jpg,NBI/test/masks/gas_429f26fa91dbeac8.png,0.7341313844086022,large_>=10%
NBI,test,gas_42b9e445744befb1,NBI/images/gas_42b9e445744befb1.jpg,NBI/masks/gas_42b9e445744befb1.png,NBI/test/images/gas_42b9e445744befb1.jpg,NBI/test/masks/gas_42b9e445744befb1.png,0.2240265933572711,large_>=10%
NBI,test,gas_42cb16aae008078a,NBI/images/gas_42cb16aae008078a.jpg,NBI/masks/gas_42cb16aae008078a.png,NBI/test/images/gas_42cb16aae008078a.jpg,NBI/test/masks/gas_42cb16aae008078a.png,0.4798164441747573,large_>=10%
NBI,test,gas_42cc33a0d99a6590,NBI/images/gas_42cc33a0d99a6590.jpg,NBI/masks/gas_42cc33a0d99a6590.png,NBI/test/images/gas_42cc33a0d99a6590.jpg,NBI/test/masks/gas_42cc33a0d99a6590.png,0.26980263157894735,large_>=10%
